arxiv_id,title,abstract,authors,published,citations,pdf_url,primary_category
2604.15684v1,Flat-band energy filtering in interacting systems: conditions for improving thermoelectric performances,"Motivated by recent theoretical and experimental studies on the role of flatbands in the thermoelectric properties of Ni$_3$In$_{1-x}$Sn$_x$ compounds, we investigate electron transport in two minimal one-dimensional flatband models, the sawtooth and diamond chains, which differ in a crucial aspect: the flatband is separated from the dispersive band by a finite gap in the former, while the two bands touch in the latter. Using a non-equilibrium Green function framework with interactions treated at the Hartree-Fock and GW levels, we compute the full set of thermoelectric coefficients and the figure of merit $zT$ as functions of gate voltage and temperature. We show that, contrary to naive expectation, a perfectly isolated flat-band is a physically ill-founded thermoelectric: the electrical conductivity vanishes as the chemical potential enters the flat-band, rendering the large Seebeck coefficient and the apparent violation of the Wiedemann-Franz law physically meaningless. Optimal thermoelectric performance is instead achieved just below the flat-band edge, where the transmission function varies most rapidly with energy, consistent with the Mahan-Sofo picture, and requires a finite broadening of the flat-band through hybridization with dispersive states. We further show that electron-electron interactions renormalize the flat-band structure itself, inducing an interaction-driven narrowing of the bandwidth and, in the diamond chain, a correlation-induced opening of a gap between the flat-band and the dispersive band near half-filling. Mean-field treatments are found to systematically overestimate \(zT\), highlighting the importance of beyond-mean-field correlations for quantitatively reliable predictions in flat-band thermoelectrics.","['F. Cosco', 'R. Tuovinen', 'F. Plastina', 'N. Lo Gullo']",2026-04-17,0,https://arxiv.org/pdf/2604.15684v1,cond-mat.mtrl-sci
2604.15676v1,EvoRAG: Making Knowledge Graph-based RAG Automatically Evolve through Feedback-driven Backpropagation,"Knowledge Graph-based Retrieval-Augmented Generation (KG-RAG) has emerged as a promising paradigm for enhancing LLM reasoning by retrieving multi-hop paths from KGs. However, existing KG-RAG frameworks often underperform in real-world scenarios because the pre-captured knowledge dependencies are not tailored to the downstream task or its evolving requirements. These frameworks struggle to adapt to task-specific requirements and lack mechanisms to filter low-contribution knowledge during generation. We observe that feedback on generated responses offers effective supervision for improving KG quality, as it directly reflects user expectations and provides insights into the correctness and usefulness of the output. However, a key challenge lies in effectively linking response-level feedback to triplet-level contribution evaluation and knowledge updates in the KG.
  In this work, we propose EvoRAG, a self-evolving KG-RAG framework that leverages the feedback over generated responses to continuously refine the KG and enhance reasoning accuracy. EvoRAG introduces a feedback-driven backpropagation mechanism that attributes feedback to retrieved paths by measuring their utility for response and propagates this utility back to individual triplets, supporting fine-grained KG refinements towards more adaptive and accurate reasoning. Through EvoRAG, we establish a closed loop that couples feedback, LLM, and graph data, continuously enhancing the performance and robustness in real-world scenarios. Experimental results show that EvoRAG improves reasoning accuracy by $7.34\%$ over state-of-the-art KG-RAG frameworks. The source code has been made available at https://github.com/iDC-NEU/EvoRAG.","['Zhenbo Fu', 'Yuanzhe Zhang', 'Qiange Wang', 'Hao Yuan', 'Yuehao Xu', 'Enze Yi', 'Yanfeng Zhang', 'Ge Yu']",2026-04-17,0,https://arxiv.org/pdf/2604.15676v1,cs.DB
2604.15675v1,C-Mining: Unsupervised Discovery of Seeds for Cultural Data Synthesis via Geometric Misalignment,"Achieving cultural alignment in Large Language Models (LLMs) increasingly depends on synthetic data generation. For such synthesis, the most vital initial step is seed curation; however, current methods lack quantifiable standards for selecting these seeds. Existing approaches rely on unscalable manual curation or bias-prone LLM extraction, treating cultural specificity as an abstract concept rather than a measurable signal. In this paper, we address this ""quantification gap"" by proposing C-Mining, an unsupervised framework that transforms the discovery of cultural seeds from a subjective selection process into a computable data mining formulation. Our approach exploits a novel geometric insight, leveraging the cross-lingual misalignment of cultural concepts within pre-trained embedding spaces as a quantifiable discovery signal. By systematically identifying these regions characterized by pronounced linguistic exclusivity and geometric isolation, while actively filtering out noise, C-Mining automatically extracts high-fidelity Culture Points (CPs) from raw multilingual corpora without reliance on human or LLM supervision, reducing preparation costs by more than 150-fold. We further leverage the mined knowledge to steer the synthesis of diverse instruction-tuning datasets. Extensive experiments demonstrate that this seed-centric approach significantly enhances cultural understanding and reasoning capabilities, achieving a +6.03 point improvement on CulturalBench-Hard and surpassing state-of-the-art baselines, providing a scalable, quantifiable solution for high-quality cultural data synthesis.","['Pufan Zeng', 'Yilun Liu', 'Mingchen Dai', 'Mengyao Piao', 'Chunguang Zhao', 'Lingqi Miao', 'Shimin Tao', 'Weibin Meng', 'Minggui He', 'Chenxin Liu', 'Zhenzhen Qin', 'Li Zhang', 'Hongxia Ma', 'Boxing Chen', 'Daimeng Wei']",2026-04-17,0,https://arxiv.org/pdf/2604.15675v1,cs.CL
2604.15674v1,Can LLMs Help Decentralized Dispute Arbitration? A Case Study of UMA-Resolved Markets on Polymarket,"Web3 prediction markets, exemplified by Polymarket, have gained prominence for leveraging collective intelligence to forecast a wide range of social, political, and sports events. However, among the thousands of prediction market events, consensus disputes still arise due to imperfections in market mechanisms. On Polymarket alone, the trading volume involving disputed events has reached $972,370,804.71, underscoring the critical need for objective and efficient dispute resolution. In this study, we introduce large language models (LLMs) to: (1) evaluate whether web-enabled LLMs can reproduce the decision quality of UMA's on-chain voting process once a dispute has been raised, and (2) predict, based on event rules, which market events are likely to face future disputes before they occur. Our findings show that LLMs are unable to reliably predict which events will become disputed in advance; however, once a dispute is initiated, web-enabled LLMs achieve 89.58% agreement with UMA's final resolutions and demonstrate strong stability.","['Junhao Wen', 'Juncen Zhou', 'Junjie Huang']",2026-04-17,0,https://arxiv.org/pdf/2604.15674v1,cs.CY
2604.15672v1,Faster LLM Inference via Sequential Monte Carlo,"Speculative decoding (SD) accelerates language model inference by drafting tokens from a cheap proposal model and verifying them against an expensive target model via rejection sampling. Because rejection truncates the draft block at the first error, throughput degrades when draft and target diverge. Rather than rejecting draft tokens outright, we propose to reweight them. To this end, we introduce sequential Monte Carlo speculative decoding (SMC-SD), which replaces token-level rejection with importance-weighted resampling over a population of draft particles. SMC-SD is a principled approximate inference scheme that trades exactness for additional speed, while preserving theoretical bounds on its per-step approximation error. Because LLM inference is memory bandwidth-bound, the arithmetic needed to draft particles and to score them in parallel comes nearly for free -- SMC-SD uses idle compute to turn verification into a vectorized, fixed-size operation with no rollback. Empirically, SMC-SD achieves 2.36x speed-up over speculative decoding and a 5.2x speed-up over autoregressive decoding, while remaining within 3% of the target model's accuracy on reasoning, instruction-following, and coding benchmarks.","['Yahya Emara', 'Mauricio Barba da Costa', 'Chi-Chih Chang', 'Cameron Freer', 'Tim Vieira', 'Ryan Cotterell', 'Mohamed S. Abdelfattah']",2026-04-17,0,https://arxiv.org/pdf/2604.15672v1,cs.LG
2604.15671v1,Long-Term Memory for VLA-based Agents in Open-World Task Execution,"Vision-Language-Action (VLA) models have demonstrated significant potential for embodied decision-making; however, their application in complex chemical laboratory automation remains restricted by limited long-horizon reasoning and the absence of persistent experience accumulation. Existing frameworks typically treat planning and execution as decoupled processes, often failing to consolidate successful strategies, which results in inefficient trial-and-error in multi-stage protocols. In this paper, we propose ChemBot, a dual-layer, closed-loop framework that integrates an autonomous AI agent with a progress-aware VLA model (Skill-VLA) for hierarchical task decomposition and execution. ChemBot utilizes a dual-layer memory architecture to consolidate successful trajectories into retrievable assets, while a Model Context Protocol (MCP) server facilitates efficient sub-agent and tool orchestration. To address the inherent limitations of VLA models, we further implement a future-state-based asynchronous inference mechanism to mitigate trajectory discontinuities. Extensive experiments on collaborative robots demonstrate that ChemBot achieves superior operational safety, precision, and task success rates compared to existing VLA baselines in complex, long-horizon chemical experimentation.","['Xu Huang', 'Weixin Mao', 'Yinhao Li', 'Hua Chen', 'Jiabao Zhao']",2026-04-17,0,https://arxiv.org/pdf/2604.15671v1,cs.RO
2604.15670v1,PixDLM: A Dual-Path Multimodal Language Model for UAV Reasoning Segmentation,"Reasoning segmentation has recently expanded from ground-level scenes to remote-sensing imagery, yet UAV data poses distinct challenges, including oblique viewpoints, ultra-high resolutions, and extreme scale variations. To address these issues, we formally define the UAV Reasoning Segmentation task and organize its semantic requirements into three dimensions: Spatial, Attribute, and Scene-level reasoning. Based on this formulation, we construct DRSeg, a large-scale benchmark for UAV reasoning segmentation, containing 10k high-resolution aerial images paired with Chain-of-Thought QA supervision across all three reasoning types. As a benchmark companion, we introduce PixDLM, a simple yet effective pixel-level multimodal language model that serves as a unified baseline for this task. Experiments on DRSeg establish strong baseline results and highlight the unique challenges of UAV reasoning segmentation, providing a solid foundation for future research.","['Shuyan Ke', 'Yifan Mei', 'Changli Wu', 'Yonghan Zheng', 'Jiayi Ji', 'Liujuan Cao', 'Rongrong Ji']",2026-04-17,0,https://arxiv.org/pdf/2604.15670v1,cs.CV
2604.15657v1,Understanding Inference-Time Token Allocation and Coverage Limits in Agentic Hardware Verification,"Coverage closure is the most time-consuming phase of hardware verification, and recent large language model (LLM)-based coding agents offer a promising approach to automated stimulus generation. However, prior LLM-based flows do not systematically analyze which coverage holes remain difficult to close or how inference-time computation is allocated during agentic verification. As a result, the efficiency limits and failure modes of LLM-based coverage closure remain poorly understood, particularly for large designs. We present an empirical study using a two-tier agentic framework comprising a base Codex agent and an enhanced domain-specialized LangGraph system. Our framework enables a taxonomy of coverage holes: methodology-bound ceilings (integration tied-off hardware, infeasible boundaries, dead code) and reasoning frontiers (protocol sequencing, multi-module pipeline warm-up, narrow timing conditions), exposing fundamental limits of purely LLM-driven approaches. We further instrument the system to track token usage across six categories, including system prompt, design comprehension, stimulus generation, coverage feedback, error recovery, and agentic overhead. We show that domain specialization shifts token allocation toward coverage-directed reasoning and improves efficiency. Across designs, the enhanced system achieves comparable or higher coverage (95-99%) while using 4-13x fewer tokens and converging to coverage targets 2-4x faster than a general-purpose baseline. Our results characterize the limits of LLM-based coverage closure, inform benchmark design and human escalation strategies, and guide profile-driven agent design for hardware verification.","['Vihaan Patel', 'Vidya Chhabria', 'Aman Arora']",2026-04-17,0,https://arxiv.org/pdf/2604.15657v1,cs.AR
2604.15648v1,HyperGVL: Benchmarking and Improving Large Vision-Language Models in Hypergraph Understanding and Reasoning,"Large Vision-Language Models (LVLMs) consistently require new arenas to guide their expanding boundaries, yet their capabilities with hypergraphs remain unexplored. In the real world, hypergraphs have significant practical applications in areas such as life sciences and social communities. Recent advancements in LVLMs have shown promise in understanding complex topologies, yet there remains a lack of a benchmark to delineate the capabilities of LVLMs with hypergraphs, leaving the boundaries of their abilities unclear. To fill this gap, in this paper, we introduce $\texttt{HyperGVL}$, the first benchmark to evaluate the proficiency of LVLMs in hypergraph understanding and reasoning. $\texttt{HyperGVL}$ provides a comprehensive assessment of 12 advanced LVLMs across 84,000 vision-language question-answering (QA) samples spanning 12 tasks, ranging from basic component counting to complex NP-hard problem reasoning. The involved hypergraphs contain multiscale synthetic structures and real-world citation and protein networks. Moreover, we examine the effects of 12 textual and visual hypergraph representations and introduce a generalizable router $\texttt{WiseHyGR}$ that improves LVLMs in hypergraph via learning adaptive representations. We believe that this work is a step forward in connecting hypergraphs with LVLMs.","['Yanbin Wei', 'Chun Kang', 'Siwei Li', 'Haoxuan Che', 'Yang Chen', 'Hua Liu', 'Jian Liu', 'Zhuang Liu', 'Can Ouyang', 'Fei Xing', 'Lei Sha', 'Rui Liu', 'Yu Zhang', 'James Kwok']",2026-04-17,0,https://arxiv.org/pdf/2604.15648v1,cs.CL
2604.15640v1,Fully compensated and uncompensated ferrimagnetic ferrovalley semiconductors,"Altermagnets (AMs) and fully compensated ferrimagnets (FC-FIMs) are emerging classes of magnetic materials that combine the advantages of antiferromagnets and ferromagnets. Here, we elucidate the mechanism behind the uniaxial strain-driven transformation from AM to FC-FIM and find that the accompanying non-relativistic valley polarization is positively correlated with the net magnetic moment between magnetic atoms in opposite spin sublattices. We then propose an uncompensated ferrimagnetic monolayer VCrSeTeO to achieve large intrinsic valley polarization. Spin-orbit coupling (SOC) is shown to further increase the valley polarization to over 400 meV under uniaxial strains and the reason is explained in terms of SOC perturbation theorem. Furthermore, we reveal a distinctive anomalous valley Hall effect in which the valley Hall voltage is reversed within the same valley in ferrimagnet VCrSeTeO. This work proposes a strategy for realizing giant valley polarization and provides theoretical guidance for the application of ferrimagnetic ferrovalley semiconductors derived from altermagnets in valleytronics.","['Weifeng Xie', 'Libo Wang', 'Yunliang Yue', 'Xiong Xu', 'Huayan Xia', 'Hui Wang']",2026-04-17,0,https://arxiv.org/pdf/2604.15640v1,cond-mat.mtrl-sci
2604.15623v1,Overmind NSA: A Unified Neuro-Symbolic Computing Architecture with Approximate Nonlinear Activations and Preemptive Memory Bypass,"Neuro-symbolic AI is gaining traction in domains such as large language models, scientific discovery, and autonomous systems due to its ability to combine perception with structured reasoning. However, its deployment is often constrained by high memory demands, diverse computation patterns, and complex hardware requirements. Existing hardware platforms struggle with large on-chip memory overheads, frequent pipeline stalls, limited I/O bandwidth, and inefficient handling of nonlinear operations. To address these key computational bottlenecks, we propose Overmind, a unified neuro-symbolic architecture with cross-layer optimizations. Overmind tackles these core bottlenecks through Padé approximations for universal nonlinear functions, preemptive memory bypass that eliminates costly on-chip caches, and a complete software stack that optimizes model deployment. By reconfiguring the Padé orders for approximating nonlinear functions, we also demonstrate adaptive accuracy-performance scaling. Overmind achieves an energy efficiency of 8.1 TOPS/W and a throughput of 410 GOPS for mixed neuro-symbolic workloads with minimal model accuracy loss. Compared to existing solutions, Overmind improves performance and efficiency with significantly fewer hardware resources.","['Weilun Wang', 'Zirui Wang', 'Wantong Li']",2026-04-17,0,https://arxiv.org/pdf/2604.15623v1,cs.AR
2604.15621v1,Rethinking the Necessity of Adaptive Retrieval-Augmented Generation through the Lens of Adaptive Listwise Ranking,"Adaptive Retrieval-Augmented Generation aims to mitigate the interference of extraneous noise by dynamically determining the necessity of retrieving supplementary passages. However, as Large Language Models evolve with increasing robustness to noise, the necessity of adaptive retrieval warrants re-evaluation. In this paper, we rethink this necessity and propose AdaRankLLM, a novel adaptive retrieval framework. To effectively verify the necessity of adaptive listwise reranking, we first develop an adaptive ranker employing a zero-shot prompt with a passage dropout mechanism, and compare its generation outcomes against static fixed-depth retrieval strategies. Furthermore, to endow smaller open-source LLMs with this precise listwise ranking and adaptive filtering capability, we introduce a two-stage progressive distillation paradigm enhanced by data sampling and augmentation techniques. Extensive experiments across three datasets and eight LLMs demonstrate that AdaRankLLM consistently achieves optimal performance in most scenarios with significantly reduced context overhead. Crucially, our analysis reveals a role shift in adaptive retrieval: it functions as a critical noise filter for weaker models to overcome their limitations, while serving as a cost-effective efficiency optimizer for stronger reasoning models.","['Jun Feng', 'Jiahui Tang', 'Zhicheng He', 'Hang Lv', 'Hongchao Gu', 'Hao Wang', 'Xuezhi Yang', 'Shuai Fang']",2026-04-17,0,https://arxiv.org/pdf/2604.15621v1,cs.IR
2604.15620v1,$PG-NODE^{TB}$: Physics-Guided Neural Ordinary Differential Equations for Tuberculosis Transmission Dynamics,"Tuberculosis (TB) remains a leading global infectious disease, causing approximately 1.3 million deaths and 10.6 million new infections annually. Classical compartmental ODE models are the standard epidemiological tool for TB, yet their fixed-parameter structure cannot adapt to time-varying dynamics, unmodeled effects, or heterogeneous real-world data. This paper presents a methodological framework and proof-of-concept for applying Physics-Guided Neural Ordinary Differential Equations (PG-NODE) to TB transmission modeling within a SLIR (Susceptible, Latent, Infectious, Recovered) compartmental framework. We perform a rigorous mathematical analysis of the SLIR model, including derivation of the basic reproduction number $\mathcal{R}_0$, equilibrium analysis, and normalized sensitivity indices. We then reformulate the SLIR system as a PG-NODE, preserving compartmental conservation laws and biological constraints while enabling neural network components to learn unknown or time-varying rate functions from data. Three simulation scenarios illustrate the framework's intended capabilities: (i) adaptive tracking of time-varying transmission rates, (ii) correcting for unmodeled treatment and relapse dynamics with 27\% lower RMSE than the classical SLIR, and (iii) comparative forecasting of competing intervention policies over a 20-year horizon. Simulation results indicate that PG-NODE has strong potential for improving predictive accuracy while maintaining epidemiological interpretability; full adjoint-based training on real WHO surveillance data is identified as the key next step for empirical validation.","['Selain K. Kasereka', 'Eric M. Mafuta', 'Fadi Al Machot', 'Emmanuel M. Kabengele', 'Jean Chamberlain Chedjou', 'Kyandoghere Kyamakya']",2026-04-17,0,https://arxiv.org/pdf/2604.15620v1,math.DS
2604.15614v1,Flexible Empowerment at Reasoning with Extended Best-of-N Sampling,"This paper proposes a novel method that incorporates empowerment when reasoning actions in reinforcement learning (RL), thereby achieving the flexibility of exploration-exploitation dilemma (EED). In previous methods, empowerment for promoting exploration has been provided as a bonus term to the task-specific reward function as an intrinsically-motivated RL. However, this approach introduces a delay until the policy that accounts for empowerment is learned, making it difficult to adjust the emphasis on exploration as needed. On the other hand, a trick devised for fine-tuning recent foundation models at reasoning, so-called best-of-N (BoN) sampling, allows for the implicit acquisition of modified policies without explicitly learning them. It is expected that applying this trick to exploration-promoting terms, such as empowerment, will enable more flexible adjustment of EED. Therefore, this paper investigates BoN sampling for empowerment. Furthermore, to adjust the degree of policy modification in a generalizable manner while maintaining computational cost, this paper proposes a novel BoN sampling method extended by Tsalis statistics. Through toy problems, the proposed method's cability to balance EED is verified. In addition, it is demonstrated that the proposed method improves RL performance to solve complex locomotion tasks.",['Taisuke Kobayashi'],2026-04-17,0,https://arxiv.org/pdf/2604.15614v1,cs.LG
2604.15608v1,Inelastic neutron scattering study on the AFM uniform spin-1/2 chain compound CuSb2O6,"We carried out inelastic neutron scattering experiments on a powdered sample of the antiferromagnetic (AFM) uniform spin-1/2 chain compound CuSb2O6.The magnetic excitations appear in the energy range of 1.8 to 13 meV at 2.5 K below the AFM transition temperature (TN = 8.7 K).The gap value (1.8 meV) is close to that evaluated from the specific heat (1.51 meV). The excitations at 12.5 K (> TN) appear gapless. Thus, the 1.8 meV gap is caused by some anisotropy in spin-wave excitations. The gap excitations are strongest at 0.48 corresponding to a length of 0.66 nm. This result is consistent with the theoretical one that the interaction in a Cu pair with a length of 0.65562 nm (Jab) is strongest. The magnetic excitations can be explained by the AFM uniform XXZ chain with Jab = 6.437 meV and DJab = 0.063 meV. The 1.8 meV gap is caused by the small Ising anisotropy (DJab/Jab = 0.0098).","['Masashi Hasea', 'Minoru Soda', 'Takatsugu Masuda', 'Shinichi Itoh', 'Tetsuya Yokoo']",2026-04-17,0,https://arxiv.org/pdf/2604.15608v1,cond-mat.str-el
2604.15607v1,Imperfectly Cooperative Human-AI Interactions: Comparing the Impacts of Human and AI Attributes in Simulated and User Studies,"AI design characteristics and human personality traits each impact the quality and outcomes of human-AI interactions. However, their relative and joint impacts are underexplored in imperfectly cooperative scenarios, where people and AI only have partially aligned goals and objectives. This study compares a purely simulated dataset comprising 2,000 simulations and a parallel human subjects experiment involving 290 human participants to investigate these effects across two scenario categories: (1) hiring negotiations between human job candidates and AI hiring agents; and (2) human-AI transactions wherein AI agents may conceal information to maximize internal goals. We examine user Extraversion and Agreeableness alongside AI design characteristics, including Adaptability, Expertise, and chain-of-thought Transparency. Our causal discovery analysis extends performance-focused evaluations by integrating scenario-based outcomes, communication analysis, and questionnaire measures. Results reveal divergences between purely simulated and human study datasets, and between scenario types. In simulation experiments, personality traits and AI attributes were comparatively influential. Yet, with actual human subjects, AI attributes -- particularly transparency -- were much more impactful. We discuss how these divergences vary across different interaction contexts, offering crucial insights for the future of human-centered AI agents.","['Myke C. Cohen', 'Mingqian Zheng', 'Neel Bhandari', 'Hsien-Te Kao', 'Xuhui Zhou', 'Daniel Nguyen', 'Laura Cassani', 'Maarten Sap', 'Svitlana Volkova']",2026-04-17,0,https://arxiv.org/pdf/2604.15607v1,cs.CL
2604.15599v1,Making ends meet or just meeting at the ends? Assessing end-to-end distance in folded RNA sequences and other branched structures,"Researchers have repeatedly found that the ends of an RNA sequence are significantly closer than expected for a random linear chain. However, we prove that the ends of a branched structure are almost certainly close. Our results are obtained via combinatorial branching models of increasing complexity using tools from multivariate analytic combinatorics. We completely characterize parameters tracking end-to-end distance, including means and variances. Then, we compare to existing datasets of known RNA structures, as well as the minimum free-energy structures of randomized shuffles. We find that the shuffled structures resemble our theoretical distributions while the known RNA structures have similar parameter values but are more concentrated.","['Torin Greenwood', 'Christine Heitsch']",2026-04-17,0,https://arxiv.org/pdf/2604.15599v1,math.CO
2604.15596v1,"Privacy, Prediction, and Allocation","Algorithmic predictions are increasingly used to inform the allocation of scarce resources. The promise of these methods is that, through machine learning, they can better identify the people who would benefit most from interventions. Recently, however, several works have called this assumption into question by demonstrating the existence of settings where simple, unit-level allocation strategies can meet or even exceed the performance of those based on individual-level targeting. Separately, other works have objected to individual-level targeting on privacy grounds, leading to an unusual situation where a single solution, unit-level targeting, is recommended for reasons of both privacy and utility. Motivated by the desire to fully understand the interplay of privacy and targeting levels, we initiate the study of aid allocation systems that satisfy differential privacy, synthesizing existing works on private optimization with the economic models of aid allocation used in the non-private literature. To this end, we investigate private variants of both individual and unit-level allocation strategies in both stochastic and distribution-free settings under a range of constraints on data availability. Through this analysis, we provide clean, interpretable bounds characterizing the tradeoffs between privacy, efficiency, and targeting precision in allocation.","['Ben Jacobsen', 'Nitin Kohli']",2026-04-17,0,https://arxiv.org/pdf/2604.15596v1,cs.CR
2604.15536v1,Building homology theories (ala Floer),"These notes are an expanded version of evening talks at the 2025 Georgia International Topology Conference, and an abbreviated version of talks at Georgia Tech, which were aimed at graduate students. The hope was to indicate a common framework that has been used since the late 1980s to construct homology theories in low-dimensional topology and symplectic and contact geometry. In addition to this, we also try to indicate how the specific nature of the situation being studied dictates the algebraic nature of the chain groups used to define the homology.",['John B. Etnyre'],2026-04-16,0,https://arxiv.org/pdf/2604.15536v1,math.GT
2604.15529v1,LACE: Lattice Attention for Cross-thread Exploration,"Current large language models reason in isolation. Although it is common to sample multiple reasoning paths in parallel, these trajectories do not interact, and often fail in the same redundant ways. We introduce LACE, a framework that transforms reasoning from a collection of independent trials into a coordinated, parallel process. By repurposing the model architecture to enable cross-thread attention, LACE allows concurrent reasoning paths to share intermediate insights and correct one another during inference. A central challenge is the absence of natural training data that exhibits such collaborative behavior. We address this gap with a synthetic data pipeline that explicitly teaches models to communicate and error-correct across threads. Experiments show that this unified exploration substantially outperforms standard parallel search, improving reasoning accuracy by over 7 points. Our results suggest that large language models can be more effective when parallel reasoning paths are allowed to interact.","['Yang Li', 'Zirui Zhang', 'Yang Liu', 'Chengzhi Mao']",2026-04-16,0,https://arxiv.org/pdf/2604.15529v1,cs.AI
2604.15517v1,Formation of cylindrical shells via sphere packing from fluidized beds,"The results of a numerical investigation of fluidized beds of spherical particles in a narrow vertical cylindrical pipe, with particular attention to the spontaneous settling along the wall, are reported. Starting from a steady fluidized state, the particles fluctuate because of fluid-particle, particle-particle, and particle-wall interactions. The particles are heavier than the fluid, with diameters d yielding ratios of pipe to particle diameters D/d=4.3 and 4.7. For given ranges of flow velocities and bed sizes, particles settle on the wall, with a decrease in the bed height and particle fluctuations. Either a glass- or crystal-like shell forms along the pipe wall, in qualitative agreement with previous experiments. The polydispersity and the particle-particle friction are varied to test the stability of the particulate shell formation. The shell structure is analyzed by unwrapping it in a plane and locating all particles and their contact points, and we find that it exhibits a hexagonal lattice with a defects density that increases with polydispersity. The shell formation is hindered by polydispersity, and there exists a critical point for polydispersity above which a crystal-like shell is unstable. In a particular case of bidisperse beds, the crystal-like shell only appears when the particle-particle friction is high enough. Finally, we compute the contact forces within particle-particle chains and in particle-wall contacts, which sustain the cylindrical shell, highlighting the dominant role of particle-particle forces.","['Vinícius Pereira da Silva Oliveira', 'Danilo da Silva Borges', 'Erick de Moraes Franklin', 'Jorge Manuel Peixinho']",2026-04-16,0,https://arxiv.org/pdf/2604.15517v1,cond-mat.soft
2604.15510v1,Magnetic domains stabilized by symmetry-protected zero modes,"Understanding mechanisms for the breakdown of thermalization in closed quantum systems is a central problem in quantum many-body physics. We demonstrate strong non-ergodic behavior in the XX model on coupled chains, where domain-wall initial states retain an inhomogeneous magnetization profile for arbitrarily long times. We find that this effect arises due to exponentially many zero modes protected by chiral symmetry. Using an analysis based on the Lanczos algorithm, we identify a localization transition in the thermodynamic limit at a critical coupling between the chains. We further show that antiferromagnetic defects in the initial state and symmetry-breaking perturbations restore slow thermalization, whereas it remains robust for symmetry-conserving perturbations. These results establish that degenerate, symmetry-protected subspaces can give rise to thermodynamically stable non-ergodic dynamics in experimentally accessible quantum systems.","['Pavel Kos', 'Dominik S. Wild', 'Kristian Knakkergaard Nielsen']",2026-04-16,0,https://arxiv.org/pdf/2604.15510v1,quant-ph
2604.15503v1,Brain Score Tracks Shared Properties of Languages: Evidence from Many Natural Languages and Structured Sequences,"Recent breakthroughs in language models (LMs) using neural networks have raised the question: how similar are these models' processing to human language processing? Results using a framework called Brain Score (BS) -- predicting fMRI activations during reading from LM activations -- have been used to argue for a high degree of similarity. To understand this similarity, we conduct experiments by training LMs on various types of input data and evaluate them on BS. We find that models trained on various natural languages from many different language families have very similar BS performance. LMs trained on other structured data -- the human genome, Python, and pure hierarchical structure (nested parentheses) -- also perform reasonably well and close to natural languages in some cases. These findings suggest that BS can highlight language models' ability to extract common structure across natural languages, but that the metric may not be sensitive enough to allow us to infer human-like processing from a high BS score alone.","['Jingnong Qu', 'Ashvin Ranjan', 'Shane Steinert-Threlkeld']",2026-04-16,0,https://arxiv.org/pdf/2604.15503v1,cs.CL
2604.15501v1,Refined Constraints on the Hard X-ray Polarization of the Crab Pulsar and Nebula Derived from an Extended XL-Calibur Dataset,"We present updated hard X-ray polarization measurements of the Crab pulsar and nebula obtained with the balloon-borne polarimeter XL-Calibur in the ~19-64 keV energy range. During the flight, intermittent GPS-failure resulted in poorly constrained timing for ~38% of the Crab dataset. By implementing a new phase-recovery method that reconstructs timing during extended GPS-off intervals, phase tag data is recovered for ~95% of the GPS-off dataset, increasing the precision of the phase-resolved analysis. Phase-information for the data is recovered by using the Crab pulsar, with its 33 ms period, as an external timing source. Using a Markov-Chain Monte-Carlo framework to jointly fit phase offsets and frequency derivatives, sufficient phase accuracy is achieved, across multiple periods without GPS for a phase-resolved analysis. This enables inclusion of nearly the full dataset in the polarization study. The polarization degree of the nebular emission is found to be (27.7${\pm}$4.9)% at a polarization angle of 127.2°${\pm}$5.1° confirming previous XL-Calibur results and remaining aligned with the Crab's spin axis, consistent with synchrotron emission from the inner nebula. Phase-resolved measurements show that the off-pulse and bridge intervals exhibit a strong polarization, while the pulsar peaks, although weakly constrained, remain in agreement with the softer-energy trends of IXPE. These findings reinforce a scenario in which hard X-ray emission arises primarily in the nebular torus and wind regions. The successful recovery of precise phase tagging from GPS-off data demonstrates the capacity to use the pulsar as an external clock even in the case of sparsely populated data.","['Matthew G. Baring', 'Jacob Casey', 'Sohee Chun', 'Ephraim Gau', 'Tomohiro Hakamata', 'Kun Hu', 'Daiki Ishi', 'Fabian Kislat', 'Mózsi Kiss', 'Merlin Kole', 'Henric Krawczynski', 'Haruki Kuramoto', 'Lindsey Lisalda', 'Bingkun Liu', 'Yoshitomo Maeda', 'Hironori Matsumoto', 'Shravan Vengalil Menon', 'Takuya Miyazawa', 'Kaito Murakami', 'Takashi Okajima', 'Mark Pearce', 'Brian Rauch', 'Kentaro Shirahama', 'Sean Spooner', 'Hiromitsu Takahashi', 'Sayana Takatsuka', 'Yuusuke Uchida', 'Varun', 'Andrew Thomas West']",2026-04-16,0,https://arxiv.org/pdf/2604.15501v1,astro-ph.HE
